MJD	m	dm	uJy	duJy	F	err	chi/N	RA	Dec	x	y	maj	min	phi	apfit	mag5sig	Sky	Obs
59651.36632005	>19.65	0.0	-39.948941931570964	26.362245944691495	o	>19.65	1.18	170.420820357143	20.1747992857143	2466.2	6381.5	2.77	2.52	>19.65	-0.4947	18.87	181.0	01a59651o0323o
59651.36814365	>19.65	0.0	-20.11317011797982	25.94598945219397	o	>19.65	1.36	170.420820357143	20.1747992857143	2446.37	6342.72	2.86	2.63	>19.65	-0.4787	18.89	181.5	01a59651o0327o
59651.39565335	>19.75	0.0	11.179809260283886	23.340303543399695	o	>19.75	1.38	170.420820357143	20.1747992857143	2508.6	6414.01	2.96	2.76	>19.75	-0.4597	18.93	181.2	01a59651o0380o
59651.41091075	>19.78	0.0	17.529466674084528	22.937493626727633	o	>19.78	1.29	170.420820357143	20.1747992857143	2525.98	6296.63	2.84	2.7	>19.78	-0.4767	19.0	181.6	01a59651o0413o
59658.44541585	>19.77	0.0	-2.3987639746670406	22.24308412873074	o	>19.77	1.12	170.420820357143	20.1747992857143	4392.92	6223.23	2.23	1.92	>19.77	-0.4357	18.81	184.3	02a59658o0511o
59658.44861395	>19.87	0.0	-27.257683146409356	20.74838567861011	o	>19.87	0.91	170.420820357143	20.1747992857143	4373.96	6184.35	2.11	1.86	>19.87	-0.4537	18.89	181.6	02a59658o0518o
59658.45556875	>19.84	0.0	-29.86736962485589	20.96853004484746	o	>19.84	1.02	170.420820357143	20.1747992857143	4432.19	6262.43	2.14	1.87	>19.84	-0.4417	18.89	181.7	02a59658o0532o
59658.46609275	>19.79	0.0	-43.177975985761336	22.018619594729035	o	>19.79	0.89	170.420820357143	20.1747992857143	4452.98	6149.49	2.19	1.91	>19.79	-0.4427	18.81	182.4	02a59658o0555o
59659.24745955	>19.092388292359615	0.0	44.2288338984106	28.030375623514995	o	>19.092388292359615	1.09	170.420820357143	20.1747992857143	4102.15	514.38	2.42	1.94	>19.092388292359615	-0.3877	18.53	159.2	04a59659o0592o
59659.25016985	>19.010011719679884	0.0	46.27890051722535	30.217399749482436	o	>19.010011719679884	0.83	170.420820357143	20.1747992857143	4122.81	553.19	2.36	1.91	>19.010011719679884	-0.3927	18.52	154.6	04a59659o0598o
59659.25564515	>19.43	0.0	17.660298109856267	29.160027111623137	o	>19.43	1.05	170.420820357143	20.1747992857143	4068.15	472.55	2.37	1.92	>19.43	-0.3857	18.5	171.5	04a59659o0610o
59659.26744505	>19.37	0.0	-25.982880916326792	30.45771040747196	o	>19.37	0.94	170.420820357143	20.1747992857143	4054.43	585.43	2.44	1.97	>19.37	-0.3747	18.41	165.3	04a59659o0636o
59659.41803385	>19.8	0.0	-21.586852849238777	22.350989233282625	o	>19.8	1.33	170.420820357143	20.1747992857143	9314.17	8705.9	2.92	2.71	>19.8	-0.4637	18.96	184.2	01a59659o0451o
59659.42507765	>19.79	0.0	1.0355439033397589	22.160639531470835	o	>19.79	1.24	170.420820357143	20.1747992857143	9336.03	8744.1	3.06	2.84	>19.79	-0.4497	18.94	183.6	01a59659o0465o
59659.42826835	>19.77	0.0	-21.004789440434656	23.105268384478126	o	>19.77	1.25	170.420820357143	20.1747992857143	9276.99	8667.83	2.9	2.72	>19.77	-0.4677	18.98	185.2	01a59659o0472o
59659.43834365	>19.75	0.0	16.84756810953687	23.31233261668474	o	>19.75	1.22	170.420820357143	20.1747992857143	9263.15	8786.18	2.94	2.75	>19.75	-0.4667	18.95	180.8	01a59659o0494o
59660.43003595	>20.04	0.0	4.568198697586828	18.272794790347312	o	>20.04	1.1	170.420820357143	20.1747992857143	9318.14	8706.55	2.77	2.57	>20.04	-0.4847	19.18	182.7	01a59660o0430o
59660.43558805	>19.9	0.0	9.199549926026183	20.35645090014304	o	>19.9	1.08	170.420820357143	20.1747992857143	9340.27	8744.38	2.94	2.73	>19.9	-0.4637	19.07	183.9	01a59660o0442o
59660.43839345	>19.82	0.0	12.502523026408683	22.16356354681539	o	>19.82	0.83	170.420820357143	20.1747992857143	9279.24	8668.45	2.82	2.65	>19.82	-0.4787	19.05	186.0	01a59660o0448o
59660.47298265	>19.385293594003112	0.0	38.55264710170092	21.223426939825256	o	>19.385293594003112	1.3	170.420820357143	20.1747992857143	9271.61	8789.72	2.93	2.73	>19.385293594003112	-0.4677	19.01	181.4	01a59660o0521o
59660.48256905	>19.734979072983872	0.0	18.304295158207832	15.397142397786592	o	>19.734979072983872	0.99	170.420820357143	20.1747992857143	4393.14	6224.59	2.19	1.92	>19.734979072983872	-0.4357	19.24	181.9	02a59660o0541o
59660.48623415	>20.16	0.0	-8.251683683255163	15.646049581237065	o	>20.16	1.05	170.420820357143	20.1747992857143	4373.97	6185.53	2.17	1.91	>20.16	-0.4422	19.23	179.9	02a59660o0549o
59660.50048615	>20.09	0.0	-6.122471358297988	16.618136543951678	o	>20.09	1.06	170.420820357143	20.1747992857143	4430.3	6262.74	2.2	1.93	>20.09	-0.4377	19.21	179.4	02a59660o0580o
59660.51489745	>20.08	0.0	10.8531663859826	16.82240789827303	o	>20.08	1.1	170.420820357143	20.1747992857143	4448.87	6146.9	2.19	1.9	>20.08	-0.4407	19.18	180.2	02a59660o0611o
59661.42598585	>20.41	0.0	6.179379435264575	12.460060172746603	o	>20.41	1.22	170.420820357143	20.1747992857143	4397.14	6224.3	2.15	1.84	>20.41	-0.4417	19.48	182.7	02a59661o0463o
59661.42918645	>19.892247901708778	0.0	30.123590783891146	13.331724299627501	o	>19.892247901708778	0.85	170.420820357143	20.1747992857143	4377.12	6184.6	2.15	1.84	>19.892247901708778	-0.4437	19.5	182.3	02a59661o0470o
59661.43523355	>19.49	0.0	1.7515599810601188	29.119684685124476	o	>19.49	1.39	170.420820357143	20.1747992857143	4433.66	6260.89	2.2	1.9	>19.49	-0.4447	18.47	180.9	02a59661o0482o
59661.44540365	>20.35	0.0	-26.187696724321206	13.196949530366595	o	>20.35	1.09	170.420820357143	20.1747992857143	4453.54	6147.19	2.16	1.83	>20.35	-0.4437	19.43	182.0	02a59661o0504o
59663.17135335	>20.05	0.0	-13.639302723174007	16.922838563938118	o	>20.05	0.74	170.420820357143	20.1747992857143	4045.96	562.69	2.26	1.92	>20.05	-0.4097	19.27	172.8	04a59663o0390o
59663.17505125	>20.07	0.0	-1.1326342824652198	16.486121222549308	o	>20.07	1.31	170.420820357143	20.1747992857143	4068.64	598.09	2.28	1.9	>20.07	-0.4077	19.23	176.1	04a59663o0398o
59663.18492315	>20.23	0.0	-6.763410650504269	14.141676814690744	o	>20.23	1.38	170.420820357143	20.1747992857143	4020.26	509.84	2.25	1.89	>20.23	-0.4017	19.32	176.7	04a59663o0419o
59663.19042425	>20.09	0.0	-20.98182295800752	16.189678208339135	o	>20.09	1.33	170.420820357143	20.1747992857143	4006.19	622.16	2.28	1.95	>20.09	-0.4087	19.25	176.9	04a59663o0431o
59664.41294005	>20.28	0.0	-36.50173864540207	14.563825015084664	o	>20.28	1.27	170.420820357143	20.1747992857143	10193.2	2543.37	2.82	2.61	>20.28	-0.4767	19.42	181.3	01a59664o0438o
59664.42764245	>20.25	0.0	-26.89860176305695	14.923196868545292	o	>20.25	1.1	170.420820357143	20.1747992857143	10217.0	2582.2	2.84	2.59	>20.25	-0.4767	19.39	181.5	01a59664o0470o
59664.42809595	>20.31	0.0	-45.61046792439225	14.197811027048171	o	>20.31	1.2	170.420820357143	20.1747992857143	231.09	2771.81	2.75	2.56	>20.31	-0.4817	19.45	181.6	01a59664o0471o
59664.43174335	>20.26	0.0	-47.03522738768766	14.834187099193802	o	>20.26	1.18	170.420820357143	20.1747992857143	10158.6	2507.54	2.8	2.57	>20.26	-0.4807	19.42	180.1	01a59664o0479o
59664.43722065	>20.19	0.0	-7.659985884731724	15.693629617499145	o	>20.19	1.05	170.420820357143	20.1747992857143	10142.2	2625.62	2.85	2.61	>20.19	-0.4737	19.37	181.3	01a59664o0491o
59664.43904425	>20.22	0.0	-12.161760482079364	15.381050021453314	o	>20.22	1.05	170.420820357143	20.1747992857143	253.81	2811.06	2.76	2.58	>20.22	-0.4787	19.4	181.1	01a59664o0495o
59664.44589545	>20.19	0.0	-0.9319719430656616	15.657128643503112	o	>20.19	1.27	170.420820357143	20.1747992857143	193.74	2733.35	2.84	2.63	>20.19	-0.4727	19.41	180.8	01a59664o0510o
59664.44954895	>20.2	0.0	-21.000965134010503	15.361817088766937	o	>20.2	1.13	170.420820357143	20.1747992857143	179.23	2850.68	2.91	2.7	>20.2	-0.4607	19.35	180.7	01a59664o0518o
59666.43039925	>20.19	0.0	-7.3319968528527335	15.736968854903427	o	>20.19	1.01	170.420820357143	20.1747992857143	10198.1	2538.47	2.81	2.6	>20.19	-0.4747	19.36	180.6	01a59666o0177o
59666.43359005	>20.14	0.0	4.043834127918054	16.359147153850312	o	>20.14	1.31	170.420820357143	20.1747992857143	10219.3	2577.31	2.86	2.65	>20.14	-0.4657	19.34	181.1	01a59666o0184o
59666.44043735	>20.28	0.0	0.7329697661682373	14.476152881822689	o	>20.28	1.19	170.420820357143	20.1747992857143	10161.3	2503.0	2.86	2.62	>20.28	-0.4727	19.32	181.2	01a59666o0199o
59666.45279335	>20.23	0.0	-23.40639214223484	15.329538515689016	o	>20.23	1.12	170.420820357143	20.1747992857143	10146.5	2621.88	2.69	2.46	>20.23	-0.4907	19.38	180.1	01a59666o0226o
59666.45324915	>20.27	0.0	-5.570776020701389	14.855402721870373	o	>20.27	1.76	170.420820357143	20.1747992857143	237.69	2767.2	2.71	2.51	>20.27	-0.4877	19.37	181.8	01a59666o0227o
59666.45693145	>20.24	0.0	-4.933228934115039	15.128568731286117	o	>20.24	1.44	170.420820357143	20.1747992857143	259.15	2806.72	2.67	2.5	>20.24	-0.4837	19.41	180.8	01a59666o0235o
59666.46423525	>19.64209734500029	0.0	25.500660478685678	16.772246489336894	o	>19.64209734500029	1.22	170.420820357143	20.1747992857143	200.35	2728.74	2.75	2.51	>19.64209734500029	-0.4857	19.35	178.3	01a59666o0251o
59666.48208085	>20.21	0.0	6.55520780283686	15.63164937599559	o	>20.21	1.31	170.420820357143	20.1747992857143	191.2	2846.95	2.7	2.49	>20.21	-0.4897	19.37	179.8	01a59666o0290o
59667.15961125	>20.25	0.0	-8.21760013490718	13.840168648264722	o	>20.25	1.3	170.420820357143	20.1747992857143	4120.96	2509.86	2.42	2.03	>20.25	-0.3917	19.34	180.8	04a59667o0415o
59667.16278145	>20.25	0.0	-7.365518527489373	13.881169532576125	o	>20.25	1.21	170.420820357143	20.1747992857143	4143.2	2546.06	2.4	2.0	>20.25	-0.3967	19.34	182.0	04a59667o0422o
59667.16802715	>20.33	0.0	-10.806073574030044	12.994645437124735	o	>20.33	1.13	170.420820357143	20.1747992857143	4090.66	2463.3	2.34	1.97	>20.33	-0.4037	19.38	181.4	04a59667o0433o
59667.17869895	>20.29	0.0	-26.10443065850289	13.497900730738078	o	>20.29	1.21	170.420820357143	20.1747992857143	4081.42	2570.28	2.24	1.9	>20.29	-0.4117	19.45	181.6	04a59667o0456o
59667.42270595	>18.67	0.0	0.7723057741689179	62.55676770768233	o	>18.67	1.18	170.420820357143	20.1747992857143	10195.7	2541.03	2.89	2.75	>18.67	-0.4567	17.78	181.0	01a59667o0459o
59667.42407205	>18.59	0.0	23.530681752836948	67.34643398225747	o	>18.59	0.97	170.420820357143	20.1747992857143	230.42	2768.24	2.9	2.77	>18.59	-0.4497	17.71	181.9	01a59667o0462o
59667.42589345	>19.36	0.0	-3.167008847803979	33.64946900791728	o	>19.36	1.15	170.420820357143	20.1747992857143	10214.3	2579.81	2.78	2.63	>19.36	-0.4667	18.46	179.5	01a59667o0466o
59667.43138145	>19.38	0.0	-17.78513225076648	33.198913534764095	o	>19.38	1.04	170.420820357143	20.1747992857143	10156.7	2504.66	2.79	2.66	>19.38	-0.4707	18.45	180.7	01a59667o0478o
59667.43651335	>19.075733447027304	0.0	54.87922720161626	28.313486645419857	o	>19.075733447027304	1.17	170.420820357143	20.1747992857143	253.01	2807.34	2.76	2.61	>19.075733447027304	-0.4657	18.63	181.6	01a59667o0489o
59667.43970245	>18.9	0.0	-125.90565787078337	51.416970229953414	o	>18.9	1.14	170.420820357143	20.1747992857143	192.27	2729.84	2.84	2.68	>18.9	-0.4707	17.95	180.0	01a59667o0496o
59667.44154705	>17.56	0.0	163.7469208292726	179.72223017846997	o	>17.56	0.76	170.420820357143	20.1747992857143	10140.9	2623.27	2.78	2.63	>17.56	-0.4887	16.77	179.3	01a59667o0500o
59667.44747855	>18.18	0.0	42.16976531203207	101.47099778207716	o	>18.18	1.15	170.420820357143	20.1747992857143	177.31	2847.67	2.69	2.55	>18.18	-0.4917	17.1	181.3	01a59667o0513o
59670.30495015	>19.34719099637964	0.0	23.928371174633842	22.024978013015236	o	>19.34719099637964	1.22	170.420820357143	20.1747992857143	324.72	8009.82	2.9	2.51	>19.34719099637964	-0.4907	19.07	181.1	01a59670o0203o
59670.30677475	>19.84	0.0	-5.191770023444172	22.06502259963773	o	>19.84	1.21	170.420820357143	20.1747992857143	305.63	7971.41	2.91	2.54	>19.84	-0.4887	19.09	182.3	01a59670o0207o
59670.31226605	>20.16	0.0	15.438456095708917	16.017398199298	o	>20.16	1.45	170.420820357143	20.1747992857143	365.7	8047.46	2.88	2.73	>20.16	-0.4647	19.35	181.7	01a59670o0219o
59670.32230855	>20.17	0.0	5.979706493709895	16.18038227709736	o	>20.17	1.04	170.420820357143	20.1747992857143	384.64	7928.59	2.76	2.57	>20.17	-0.4817	19.41	180.8	01a59670o0241o
59670.32697345	>20.15	0.0	-17.15191352542948	16.516657468932095	o	>20.15	0.97	170.420820357143	20.1747992857143	10288.7	7849.85	2.82	2.58	>20.15	-0.4857	19.26	178.5	01a59670o0251o
59670.32978025	>20.18	0.0	-4.710245265536663	15.638014281581723	o	>20.18	1.14	170.420820357143	20.1747992857143	10268.3	7809.45	2.88	2.69	>20.18	-0.4627	19.37	178.1	01a59670o0257o
59670.33525105	>19.647490612230214	0.0	19.45925484690975	16.788376730667235	o	>19.647490612230214	0.98	170.420820357143	20.1747992857143	10329.0	7886.18	2.9	2.71	>19.647490612230214	-0.4617	19.32	180.0	01a59670o0269o
59670.34619135	>20.2	0.0	-9.10457115843453	15.477770969338701	o	>20.2	1.42	170.420820357143	20.1747992857143	10346.1	7765.56	2.82	2.66	>20.2	-0.4637	19.4	178.4	01a59670o0293o
59671.39963105	>20.15	0.0	10.536171389194626	16.09160721258816	o	>20.15	1.06	170.420820357143	20.1747992857143	222.44	2768.35	2.88	2.72	>20.15	-0.4637	19.38	180.2	01a59671o0403o
59671.40008445	>20.16	0.0	-33.25400323739135	15.921613671235859	o	>20.16	1.13	170.420820357143	20.1747992857143	10189.2	2541.59	2.97	2.78	>20.16	-0.4537	19.34	180.6	01a59671o0404o
59671.40258125	>20.24	0.0	13.50327734614874	14.730848013980447	o	>20.24	1.3	170.420820357143	20.1747992857143	243.43	2807.48	2.96	2.78	>20.24	-0.4527	19.35	182.5	01a59671o0409o
59671.40303505	>20.13	0.0	-6.571720535411391	16.22393507179687	o	>20.13	1.08	170.420820357143	20.1747992857143	10209.2	2579.57	3.0	2.82	>20.13	-0.4527	19.34	181.0	01a59671o0410o
59671.43508335	>20.25	0.0	-2.62079389367717	14.975965106726685	o	>20.25	1.38	170.420820357143	20.1747992857143	190.84	2731.27	2.78	2.62	>20.25	-0.4787	19.33	179.4	01a59671o0476o
59671.43554015	>20.15	0.0	-34.35902592197657	16.403663988556556	o	>20.15	1.02	170.420820357143	20.1747992857143	10157.2	2507.27	2.82	2.62	>20.15	-0.4777	19.21	180.7	01a59671o0477o
59671.46133795	>20.17	0.0	10.090161159830176	16.108853781483262	o	>20.17	1.14	170.420820357143	20.1747992857143	179.52	2849.55	2.78	2.58	>20.17	-0.4787	19.37	180.5	01a59671o0531o
59671.46179105	>20.17	0.0	-26.53654450462732	16.13708787443553	o	>20.17	1.06	170.420820357143	20.1747992857143	10144.4	2629.13	2.79	2.58	>20.17	-0.4817	19.35	181.5	01a59671o0532o
59672.39577855	>20.27	0.0	-29.020750211112507	14.687330899526454	o	>20.27	1.03	170.420820357143	20.1747992857143	5380.08	8999.24	2.75	2.6	>20.27	-0.4827	19.38	180.1	01a59672o0388o
59672.41929835	>20.2	0.0	9.960548398383038	15.494186397484723	o	>20.2	1.19	170.420820357143	20.1747992857143	5406.63	9039.9	2.82	2.66	>20.2	-0.4727	19.29	180.6	01a59672o0437o
59672.42250085	>20.17	0.0	-0.5792161264758126	15.831907457005546	o	>20.17	1.08	170.420820357143	20.1747992857143	5345.31	8963.04	2.9	2.73	>20.17	-0.4637	19.29	179.6	01a59672o0444o
59672.42801745	>20.14	0.0	5.683616518101648	16.293034018558053	o	>20.14	1.12	170.420820357143	20.1747992857143	5329.03	9080.84	2.88	2.69	>20.14	-0.4677	19.29	180.2	01a59672o0456o
59675.09891435	>20.09	0.0	-11.05864378182596	16.289083408365265	o	>20.09	1.0	170.420820357143	20.1747992857143	8316.3	8003.92	2.42	2.03	>20.09	-0.4127	19.18	181.6	04a59675o0310o
59675.10161715	>20.05	0.0	-1.619180060299165	16.839472627111316	o	>20.05	1.49	170.420820357143	20.1747992857143	8297.77	7964.43	2.52	2.12	>20.05	-0.4077	19.15	179.4	04a59675o0316o
59675.10658535	>20.01	0.0	-6.1136930852693805	17.322130408263245	o	>20.01	1.06	170.420820357143	20.1747992857143	8356.74	8042.66	2.58	2.2	>20.01	-0.3967	19.1	179.7	04a59675o0327o
59675.11698075	>20.03	0.0	-7.088439999690831	17.16977688814001	o	>20.03	1.2	170.420820357143	20.1747992857143	8377.74	7925.3	2.47	2.11	>20.03	-0.4067	19.16	179.8	04a59675o0350o
59679.26921965	>15.69	0.0	-363.1007220156216	1031.0267415258393	o	>15.69	1.1	170.420820357143	20.1747992857143	5185.16	1576.87	3.04	2.77	>15.69	-0.5207	14.84	191.2	01a59679o0099o
59679.43293215	>18.17	0.0	41.56586180463845	99.67735791986112	o	>18.17	1.37	170.420820357143	20.1747992857143	5411.25	9038.16	2.96	2.82	>18.17	-0.4627	17.58	171.2	01a59679o0165o
59679.43936445	>19.58	0.0	0.21140192857383186	27.27084878602431	o	>19.58	1.43	170.420820357143	20.1747992857143	5352.09	8961.84	2.83	2.7	>19.58	-0.4647	18.71	181.2	01a59679o0178o
59679.45521055	>18.39	0.0	39.79468787237971	83.2070746422485	o	>18.39	1.35	170.420820357143	20.1747992857143	5336.31	9081.29	2.84	2.73	>18.39	-0.4837	17.81	176.6	01a59679o0212o
59680.31539265	>19.53	0.0	19.82342093146186	29.034303384464344	o	>19.53	1.15	170.420820357143	20.1747992857143	4519.9	8170.39	2.95	2.73	>19.53	-0.4817	18.79	181.3	01a59680o0201o
59680.31721925	>19.55	0.0	-31.640211134661744	28.673941340787206	o	>19.55	1.13	170.420820357143	20.1747992857143	4501.26	8132.11	2.9	2.73	>19.55	-0.4857	18.76	180.8	01a59680o0205o
59680.32375725	>19.08565913455004	0.0	37.187538242685754	27.990620182666692	o	>19.08565913455004	1.09	170.420820357143	20.1747992857143	4561.75	8209.48	2.97	2.71	>19.08565913455004	-0.4817	18.79	180.9	01a59680o0219o
59680.33013845	>19.55	0.0	-32.0917595501365	28.632767502816403	o	>19.55	0.95	170.420820357143	20.1747992857143	4580.49	8090.75	2.86	2.69	>19.55	-0.4867	18.83	179.5	01a59680o0233o
59689.33880415	>20.33	0.0	-6.618995200624818	13.466231615064288	o	>20.33	1.64	170.420820357143	20.1747992857143	5308.06	3525.05	2.24	1.93	>20.33	-0.4427	19.46	182.3	02a59689o0241o
59689.34429355	>20.27	0.0	0.5790897515797165	14.12978993854508	o	>20.27	1.1	170.420820357143	20.1747992857143	5289.05	3486.58	2.25	1.95	>20.27	-0.4427	19.4	182.3	02a59689o0253o
59689.34754685	>20.24	0.0	-0.23481821990384483	14.558729634038379	o	>20.24	1.71	170.420820357143	20.1747992857143	5346.66	3566.1	2.26	1.95	>20.24	-0.4407	19.39	182.3	02a59689o0260o
59689.38305245	>20.07	0.0	-22.699131562474843	17.470012249653415	o	>20.07	0.89	170.420820357143	20.1747992857143	5356.03	3445.75	2.25	1.95	>20.07	-0.4707	19.13	183.7	02a59689o0335o
59692.33340955	>20.11	0.0	10.274482103500768	17.00603934372541	o	>20.11	1.04	170.420820357143	20.1747992857143	1040.53	6833.56	2.75	2.61	>20.11	-0.4757	19.33	182.0	01a59692o0237o
59692.33717815	>20.17	0.0	-2.1197382829133	16.074681978759187	o	>20.17	1.26	170.420820357143	20.1747992857143	1062.09	6872.89	2.72	2.6	>20.17	-0.4767	19.33	180.7	01a59692o0245o
59692.34245485	>19.67	0.0	-42.72823591750453	25.493317228090934	o	>19.67	0.8	170.420820357143	20.1747992857143	1002.33	6796.08	2.71	2.56	>19.67	-0.4827	18.53	177.3	01a59692o0255o
59692.37778785	>20.13	0.0	-3.912149216843602	16.53772168938432	o	>20.13	1.09	170.420820357143	20.1747992857143	993.93	6914.78	2.75	2.62	>20.13	-0.4727	19.3	182.8	01a59692o0328o
59695.32727905	>20.24	0.0	-9.743192255933181	15.136745111896193	o	>20.24	1.49	170.420820357143	20.1747992857143	1041.61	6834.21	2.68	2.58	>20.24	-0.4837	19.35	180.5	01a59695o0218o
59695.33053805	>19.756448970369625	0.0	21.85655389443844	15.131460388457384	o	>19.756448970369625	1.59	170.420820357143	20.1747992857143	1062.36	6874.0	2.65	2.54	>19.756448970369625	-0.4857	19.39	182.0	01a59695o0225o
59695.33767365	>20.06	0.0	-0.7265853783562972	17.80134176972928	o	>20.06	0.96	170.420820357143	20.1747992857143	1001.94	6796.28	2.68	2.57	>20.06	-0.4827	19.26	181.8	01a59695o0239o
59695.34986785	>20.17	0.0	-1.9451566614380598	16.091750562805764	o	>20.17	0.99	170.420820357143	20.1747992857143	988.8	6913.99	2.73	2.61	>20.17	-0.4747	19.33	181.4	01a59695o0264o
